Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A728153,*Eddie,05/31/2016 02:10:00 PM,05/31/2016 02:10:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Black,*Eddie,06/07/2016 01:51:00 PM,06/07/2016 01:51:00 PM,03/09/2016,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black,0.0
A794277,,05/06/2019 12:03:00 PM,05/06/2019 12:03:00 PM,4603 Merion Cricket Drive in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Skunk,Black/White,,05/06/2019 12:49:00 PM,05/06/2019 12:49:00 PM,05/06/2017,Other,Unknown,2 years,Skunk,Black/White,1.0
A807479,Chibi,12/10/2019 11:21:00 AM,12/10/2019 11:21:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4 months,Domestic Medium Hair,Blue/White,Chibi,12/18/2019 06:52:00 PM,12/18/2019 06:52:00 PM,07/25/2019,Cat,Neutered Male,4 months,Domestic Medium Hair,Blue/White,0.0
A690614,*Morris,10/23/2014 11:50:00 AM,10/23/2014 11:50:00 AM,Delta Post And Webberville in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Morris,12/04/2014 12:27:00 PM,12/04/2014 12:27:00 PM,09/08/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0.0
A710296,Atticus,08/20/2015 06:55:00 PM,08/20/2015 06:55:00 PM,2001 Bastrop Hwy in Del Valle (TX),Stray,Normal,Dog,Intact Male,3 years,Norwich Terrier Mix,Tan,Atticus,08/25/2015 06:55:00 PM,08/25/2015 06:55:00 PM,08/20/2012,Dog,Neutered Male,3 years,Norwich Terrier Mix,Tan,0.0
A757588,,09/02/2017 06:19:00 PM,09/02/2017 06:19:00 PM,5208 Diwa Circle in Del Valle (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair Mix,Brown Tabby/White,,11/02/2017 06:11:00 PM,11/02/2017 06:11:00 PM,09/04/2017,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,0.0
A803783,Zeke Cook,09/06/2019 12:02:00 PM,09/06/2019 12:02:00 PM,9704 Circle Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull,White/Tan,Zeke Cook,09/07/2019 11:25:00 AM,09/07/2019 11:25:00 AM,09/06/2017,Dog,Neutered Male,2 years,Pit Bull,White/Tan,0.0
A686644,,08/24/2014 05:34:00 PM,08/24/2014 05:34:00 PM,Old Harbor Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Chihuahua Shorthair/Jack Russell Terrier,Black/Tan,,08/28/2014 06:09:00 PM,08/28/2014 06:09:00 PM,06/06/2014,Dog,Neutered Male,2 months,Chihuahua Shorthair/Jack Russell Terrier,Black/Tan,0.0
A795844,,05/25/2019 12:37:00 PM,05/25/2019 12:37:00 PM,4610 Bucks Run Road in Austin (TX),Stray,Normal,Cat,Unknown,6 days,Domestic Shorthair,Brown Tabby/White,,05/25/2019 01:47:00 PM,05/25/2019 01:47:00 PM,05/19/2019,Cat,Unknown,6 days,Domestic Shorthair,Brown Tabby/White,0.0
A690144,,10/14/2014 11:56:00 PM,10/14/2014 11:56:00 PM,17200 Bridgefarmer Blvd in Travis (TX),Wildlife,Sick,Other,Unknown,6 months,Bat Mix,Brown,,10/23/2014 11:00:00 AM,10/23/2014 11:00:00 AM,04/14/2014,Other,Unknown,6 months,Bat Mix,Brown,1.0
A735747,,09/28/2016 03:07:00 PM,09/28/2016 03:07:00 PM,2701 E 7Th St in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Chow Chow Mix,Tan,,10/02/2016 02:52:00 PM,10/02/2016 02:52:00 PM,09/29/2014,Dog,Intact Female,2 years,Chow Chow Mix,Tan,0.0
A809513,Zoey,12/02/2019 05:55:00 PM,12/02/2019 05:55:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 months,Australian Shepherd/German Shepherd,Tan/White,Zoey,12/03/2019 12:06:00 PM,12/03/2019 12:06:00 PM,09/25/2019,Dog,Spayed Female,2 months,Australian Shepherd/German Shepherd,Tan/White,0.0
A759330,*Anna,09/30/2017 03:01:00 PM,09/30/2017 03:01:00 PM,8108 Canoga in Austin (TX),Stray,Normal,Cat,Intact Female,9 months,Domestic Shorthair Mix,Tortie,*Anna,11/04/2017 07:03:00 PM,11/04/2017 07:03:00 PM,12/30/2016,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Tortie,0.0
A806508,*Marvel,10/11/2019 05:33:00 PM,10/11/2019 05:33:00 PM,7619 North Interstate 35 in Austin (TX),Stray,Normal,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White,*Marvel,11/29/2019 02:31:00 PM,11/29/2019 02:31:00 PM,07/27/2019,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby/White,0.0
A711662,*Carl,09/10/2015 01:09:00 PM,09/10/2015 01:09:00 PM,Lago Vista (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,*Carl,12/12/2015 05:50:00 PM,12/12/2015 05:50:00 PM,08/03/2015,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby,0.0
A723777,,04/06/2016 03:31:00 PM,04/06/2016 03:31:00 PM,7105 Spurlock Dr in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Raccoon,Gray/Black,,04/07/2016 09:23:00 AM,04/07/2016 09:23:00 AM,04/06/2015,Other,Unknown,1 year,Raccoon,Gray/Black,1.0
A687217,,09/02/2014 12:16:00 PM,09/02/2014 12:16:00 PM,6710 Starcrest Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Border Collie Mix,Brown/White,,09/07/2014 04:27:00 PM,09/07/2014 04:27:00 PM,06/17/2014,Dog,Neutered Male,2 months,Border Collie Mix,Brown/White,0.0
A808636,,11/11/2019 01:43:00 PM,11/11/2019 01:43:00 PM,1616 West 6Th Street in Austin (TX),Stray,Normal,Cat,Intact Female,15 years,Siamese,Seal Point,,11/13/2019 01:46:00 PM,11/13/2019 01:46:00 PM,11/11/2004,Cat,Intact Female,15 years,Siamese,Seal Point,1.0
A739049,Oscar,11/26/2016 07:20:00 PM,11/26/2016 07:20:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Orange Tabby,Oscar,05/09/2017 12:25:00 PM,05/09/2017 12:25:00 PM,12/02/2008,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Orange Tabby,0.0
A719072,Reese,01/12/2016 12:23:00 PM,01/12/2016 12:23:00 PM,510 W 26Th St in Austin (TX),Stray,Normal,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Tortie,Reese,01/17/2016 06:20:00 PM,01/17/2016 06:20:00 PM,07/12/2015,Cat,Spayed Female,6 months,Domestic Medium Hair Mix,Tortie,0.0
A701387,Blue,03/15/2019 06:55:00 PM,03/15/2019 06:55:00 PM,7210 Geneva Drive in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull Mix,Fawn/White,Blue,03/16/2019 04:51:00 PM,03/16/2019 04:51:00 PM,03/13/2015,Dog,Intact Male,4 years,Pit Bull Mix,Fawn/White,0.0
A740267,*Lexie,12/14/2016 09:11:00 AM,12/14/2016 09:11:00 AM,4600 Sivlerstone Rd in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,Dachshund Mix,Red,*Lexie,02/11/2017 11:52:00 AM,02/11/2017 11:52:00 AM,12/14/2015,Dog,Spayed Female,1 year,Dachshund Mix,Red,0.0
A799169,,07/05/2019 03:13:00 PM,07/05/2019 03:13:00 PM,189 Jacobson Road in Travis (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Tortie,,07/08/2019 05:25:00 PM,07/08/2019 05:25:00 PM,07/05/2018,Cat,Unknown,1 year,Domestic Shorthair,Tortie,0.0
A735077,Spaz,09/18/2016 09:02:00 AM,09/18/2016 09:02:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby,Spaz,09/26/2016 12:00:00 AM,09/26/2016 12:00:00 AM,09/18/2013,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby,0.0
A771269,Chula,05/02/2018 04:57:00 PM,05/02/2018 04:57:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,12 years,Domestic Longhair Mix,Orange Tabby/White,Chula,06/09/2018 02:22:00 PM,06/09/2018 02:22:00 PM,05/02/2006,Cat,Spayed Female,12 years,Domestic Longhair Mix,Orange Tabby/White,0.0
A673413,Kip,02/23/2014 04:23:00 PM,02/23/2014 04:23:00 PM,Europa And Ganymede in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Australian Shepherd Mix,Blue Merle/White,Kip,02/23/2014 06:32:00 PM,02/23/2014 06:32:00 PM,02/23/2013,Dog,Neutered Male,1 year,Australian Shepherd Mix,Blue Merle/White,0.0
A712949,,09/30/2015 03:30:00 PM,09/30/2015 03:30:00 PM,5905 Silver Screen Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby,,10/01/2015 09:00:00 AM,10/01/2015 09:00:00 AM,09/30/2014,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby,0.0
A759748,*Patchouli,10/07/2017 10:48:00 AM,10/07/2017 10:48:00 AM,1620 Old Lockhart Road in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Australian Shepherd Mix,White/Brown,*Patchouli,10/17/2017 12:50:00 PM,10/17/2017 12:50:00 PM,10/07/2016,Dog,Intact Female,1 year,Australian Shepherd Mix,White/Brown,0.0
A759930,,10/09/2017 06:46:00 PM,10/09/2017 06:46:00 PM,500 S Congress Ave in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,10/10/2017 08:48:00 AM,10/10/2017 08:48:00 AM,10/09/2016,Other,Unknown,1 year,Bat Mix,Brown,1.0
A711030,Nugget,09/01/2015 10:12:00 AM,09/01/2015 10:12:00 AM,Jesse Bohls Dr in Travis (TX),Stray,Normal,Dog,Spayed Female,1 year,Dachshund/Basset Hound,Black Brindle/White,Nugget,09/02/2015 04:58:00 PM,09/02/2015 04:58:00 PM,09/01/2014,Dog,Spayed Female,1 year,Dachshund/Basset Hound,Black Brindle/White,0.0
A806365,,10/09/2019 03:27:00 PM,10/09/2019 03:27:00 PM,Austin (TX),Stray,Normal,Dog,Intact Female,3 weeks,Cocker Spaniel Mix,Brown/White,,10/09/2019 03:32:00 PM,10/09/2019 03:32:00 PM,09/17/2019,Dog,Intact Female,3 weeks,Cocker Spaniel Mix,Brown/White,0.0
A759047,,09/26/2017 09:25:00 AM,09/26/2017 09:25:00 AM,3401 Webberville Rd in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Pit Bull Mix,Blue/White,,09/30/2017 07:07:00 PM,09/30/2017 07:07:00 PM,01/26/2017,Dog,Neutered Male,8 months,Pit Bull Mix,Blue/White,0.0
A763936,Sam Diego,12/18/2017 04:14:00 PM,12/18/2017 04:14:00 PM,1720 Bowerton in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Yorkshire Terrier/Standard Poodle,White,Sam Diego,12/23/2017 12:01:00 PM,12/23/2017 12:01:00 PM,12/18/2016,Dog,Neutered Male,1 year,Yorkshire Terrier/Standard Poodle,White,0.0
A696734,*Monty,02/11/2015 09:17:00 AM,02/11/2015 09:17:00 AM,10911 Thaxton Rd A in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White,*Monty,02/18/2015 03:00:00 PM,02/18/2015 03:00:00 PM,08/11/2013,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White,0.0
A743384,Abby,02/10/2017 11:02:00 AM,02/10/2017 11:02:00 AM,Austin (TX),Public Assist,Normal,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Black/White,Abby,02/19/2017 05:54:00 PM,02/19/2017 05:54:00 PM,02/09/2013,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Black/White,0.0
A712530,*Kitkat,09/24/2015 03:25:00 PM,09/24/2015 03:25:00 PM,920 Water St in Travis (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black,*Kitkat,11/27/2015 01:20:00 PM,11/27/2015 01:20:00 PM,08/24/2015,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,0.0
A719528,*Norbert,01/22/2016 10:42:00 AM,01/22/2016 10:42:00 AM,5106 Village Square Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White,*Norbert,02/13/2016 02:50:00 PM,02/13/2016 02:50:00 PM,01/22/2014,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White,0.0
A676885,Frankie,05/10/2014 02:25:00 PM,05/10/2014 02:25:00 PM,Del Valle (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Cream,Frankie,05/21/2014 07:12:00 PM,05/21/2014 07:12:00 PM,04/16/2012,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Cream,0.0
A782389,Happy,10/14/2018 01:51:00 PM,10/14/2018 01:51:00 PM,Wind Mill Ranch Avenue And Windy Vane Drive in Pflugerville (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown,Happy,03/10/2019 05:33:00 PM,03/10/2019 05:33:00 PM,10/14/2016,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown,0.0
A783321,,10/29/2018 08:08:00 AM,10/29/2018 08:08:00 AM,Elgin Village in Travis (TX),Stray,Injured,Cat,Intact Female,4 weeks,Domestic Longhair Mix,White/Brown Tabby,,12/26/2018 10:10:00 AM,12/26/2018 10:10:00 AM,09/26/2018,Cat,Spayed Female,2 months,Domestic Longhair Mix,White/Brown Tabby,0.0
A800793,Redford,09/09/2019 02:35:00 PM,09/09/2019 02:35:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby,Redford,12/14/2019 02:59:00 PM,12/14/2019 02:59:00 PM,06/16/2019,Cat,Neutered Male,5 months,Domestic Shorthair,Cream Tabby,0.0
A773699,*Iris,06/04/2018 02:02:00 PM,06/04/2018 02:02:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie,*Iris,07/18/2018 01:03:00 PM,07/18/2018 01:03:00 PM,04/27/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,0.0
A666889,*Mason,11/08/2013 04:53:00 PM,11/08/2013 04:53:00 PM,Paleface Ranch Road in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,*Mason,11/22/2013 04:18:00 PM,11/22/2013 04:18:00 PM,08/24/2013,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A806720,Bella,10/14/2019 04:29:00 PM,10/14/2019 04:29:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull,Brown Brindle,Bella,10/22/2019 03:12:00 PM,10/22/2019 03:12:00 PM,10/14/2017,Dog,Spayed Female,2 years,Pit Bull,Brown Brindle,0.0
A794741,,05/11/2019 03:26:00 PM,05/11/2019 03:26:00 PM,12501 Tech Ridge Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tiger,,05/18/2019 03:26:00 PM,05/18/2019 03:26:00 PM,03/11/2019,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tiger,0.0
A791593,,03/28/2019 12:26:00 PM,03/28/2019 12:26:00 PM,Boulder Lane in Manor (TX),Stray,Normal,Dog,Intact Female,3 months,Pointer Mix,White/Red,,04/03/2019 02:29:00 PM,04/03/2019 02:29:00 PM,11/28/2018,Dog,Spayed Female,4 months,Pointer Mix,White/Red,0.0
A802550,,08/19/2019 05:39:00 PM,08/19/2019 05:39:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Tortie,,09/05/2019 12:27:00 PM,09/05/2019 12:27:00 PM,08/19/2018,Cat,Intact Female,1 year,Domestic Shorthair,Tortie,0.0
A801208,*Si,08/01/2019 01:06:00 PM,08/01/2019 01:06:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Siamese Mix,Seal Point,*Si,08/06/2019 12:00:00 PM,08/06/2019 12:00:00 PM,08/01/2018,Cat,Spayed Female,1 year,Siamese Mix,Seal Point,0.0
A799095,*Frankie,07/05/2019 08:55:00 AM,07/05/2019 08:55:00 AM,North Lamar in Austin (TX),Stray,Sick,Cat,Spayed Female,3 years,Domestic Shorthair,Brown Tabby/White,*Frankie,11/11/2019 06:55:00 PM,11/11/2019 06:55:00 PM,07/05/2016,Cat,Spayed Female,3 years,Domestic Shorthair,Brown Tabby/White,0.0
A748859,*Oliver,05/08/2017 07:36:00 AM,05/08/2017 07:36:00 AM,7200 Grand Canyon in Austin (TX),Stray,Sick,Dog,Intact Male,7 months,Pit Bull Mix,White/Black,*Oliver,05/29/2017 12:12:00 PM,05/29/2017 12:12:00 PM,09/08/2016,Dog,Neutered Male,8 months,Pit Bull Mix,White/Black,0.0
A703161,*Daisy,05/21/2015 10:51:00 AM,05/21/2015 10:51:00 AM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,*Daisy,06/19/2015 02:28:00 PM,06/19/2015 02:28:00 PM,04/04/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A783054,Sydney,10/24/2018 04:09:00 PM,10/24/2018 04:09:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Pit Bull Mix,Brown Brindle,Sydney,10/01/2019 12:30:00 PM,10/01/2019 12:30:00 PM,10/24/2015,Dog,Spayed Female,3 years,Pit Bull Mix,Brown Brindle,0.0
A673077,*Charlotte,02/19/2014 01:51:00 PM,02/19/2014 01:51:00 PM,Travis (TX),Public Assist,Normal,Dog,Intact Female,5 years,Maltese,White,*Charlotte,05/21/2014 11:56:00 AM,05/21/2014 11:56:00 AM,02/19/2009,Dog,Spayed Female,5 years,Maltese,White,0.0
A705195,*Stevie,06/14/2015 03:22:00 PM,06/14/2015 03:22:00 PM,11606 N Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,*Stevie,07/18/2015 05:06:00 PM,07/18/2015 05:06:00 PM,05/12/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0.0
A688678,Charlene,09/22/2014 12:24:00 PM,09/22/2014 12:24:00 PM,11705 Lapoynor St in Manor (TX),Stray,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White,Charlene,09/28/2014 11:33:00 AM,09/28/2014 11:33:00 AM,09/22/2012,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White,0.0
A713647,,10/10/2015 11:42:00 AM,10/10/2015 11:42:00 AM,4100 Avenue C in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby,,10/11/2015 09:00:00 AM,10/11/2015 09:00:00 AM,10/10/2014,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby,0.0
A773793,Sophie,06/05/2018 03:12:00 PM,06/05/2018 03:12:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,German Shepherd,Black/Brown,Sophie,06/07/2018 07:07:00 PM,06/07/2018 07:07:00 PM,03/07/2018,Dog,Spayed Female,3 months,German Shepherd,Black/Brown,0.0
A776408,*Gemini,07/13/2018 11:48:00 AM,07/13/2018 11:48:00 AM,000 West 41 Street in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Catahoula/Labrador Retriever,Tan,*Gemini,07/31/2018 10:54:00 AM,07/31/2018 10:54:00 AM,09/19/2017,Dog,Spayed Female,10 months,Catahoula/Labrador Retriever,Tan,0.0
A806289,,10/08/2019 01:24:00 PM,10/08/2019 01:24:00 PM,9111 Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Torbie,,10/13/2019 12:08:00 PM,10/13/2019 12:08:00 PM,08/29/2019,Cat,Intact Female,1 month,Domestic Shorthair,Torbie,0.0
A761306,,11/02/2017 02:28:00 PM,11/02/2017 02:28:00 PM,11611 Raymond C Ewry Lane in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Medium Hair Mix,Orange Tabby,,11/06/2017 02:06:00 PM,11/06/2017 02:06:00 PM,11/02/2016,Cat,Unknown,1 year,Domestic Medium Hair Mix,Orange Tabby,0.0
A754973,*Finn,07/27/2017 01:00:00 PM,07/27/2017 01:00:00 PM,183 And Burnet Rd in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Labrador Retriever Mix,Black,*Finn,08/04/2017 04:37:00 PM,08/04/2017 04:37:00 PM,02/27/2017,Dog,Neutered Male,5 months,Labrador Retriever Mix,Black,0.0
A745593,Mya,03/20/2017 04:48:00 PM,03/20/2017 04:48:00 PM,Immanuel Rd & Rendova Ln in Travis (TX),Stray,Normal,Dog,Intact Female,9 months,Pit Bull Mix,Tan/White,Mya,03/24/2017 06:57:00 PM,03/24/2017 06:57:00 PM,05/20/2016,Dog,Spayed Female,10 months,Pit Bull Mix,Tan/White,0.0
A669597,*Pepper,12/23/2013 03:29:00 PM,12/23/2013 03:29:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Black,*Pepper,01/03/2014 06:46:00 PM,01/03/2014 06:46:00 PM,06/24/2013,Cat,Intact Female,6 months,Domestic Shorthair Mix,Black,0.0
A680123,Holmes,05/30/2014 11:00:00 AM,05/30/2014 11:00:00 AM,"2300 Campden Drive, Austin, Tx in Austin (TX)",Stray,Normal,Cat,Intact Male,2 months,Siamese Mix,Lynx Point,Holmes,06/03/2014 04:59:00 PM,06/03/2014 04:59:00 PM,03/23/2014,Cat,Neutered Male,2 months,Siamese Mix,Lynx Point,0.0
A711361,,09/05/2015 03:42:00 PM,09/05/2015 03:42:00 PM,2602 Lehigh Dr in Austin (TX),Stray,Normal,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Blue/White,,09/05/2015 05:05:00 PM,09/05/2015 05:05:00 PM,08/05/2015,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Blue/White,0.0
A776586,*Mazzy,07/16/2018 12:56:00 PM,07/16/2018 12:56:00 PM,6507 Luckenbach Ln in Travis (TX),Public Assist,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White,*Mazzy,12/11/2019 07:14:00 AM,12/11/2019 07:14:00 AM,07/16/2016,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black/White,0.0
A731999,,07/31/2016 08:04:00 AM,07/31/2016 08:04:00 AM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico,,07/31/2016 01:19:00 PM,07/31/2016 01:19:00 PM,07/14/2016,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico,0.0
A808524,*Jack,11/10/2019 12:38:00 PM,11/10/2019 12:38:00 PM,1910 Los Olivios Way in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Norwich Terrier,Buff,*Jack,11/16/2019 03:36:00 PM,11/16/2019 03:36:00 PM,11/10/2017,Dog,Neutered Male,2 years,Norwich Terrier,Buff,0.0
A674403,,03/12/2014 01:45:00 PM,03/12/2014 01:45:00 PM,1500 Reagan Hill in Austin (TX),Stray,Normal,Cat,Intact Male,9 months,Domestic Shorthair Mix,Blue Tabby,,03/14/2014 02:18:00 PM,03/14/2014 02:18:00 PM,05/12/2013,Cat,Intact Male,10 months,Domestic Shorthair Mix,Blue Tabby,0.0
A706647,Bear,07/20/2015 03:39:00 PM,07/20/2015 03:39:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Australian Shepherd Mix,Tricolor,Bear,07/24/2015 07:12:00 PM,07/24/2015 07:12:00 PM,07/01/2010,Dog,Neutered Male,5 years,Australian Shepherd Mix,Tricolor,0.0
A782347,,10/13/2018 04:53:00 PM,10/13/2018 04:53:00 PM,2109 Lear Lane in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,,10/17/2018 11:17:00 AM,10/17/2018 11:17:00 AM,10/13/2016,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A728270,,06/01/2016 03:59:00 PM,06/01/2016 03:59:00 PM,10105 Rodriguez Rd in Austin (TX),Stray,Normal,Dog,Intact Female,4 weeks,German Shepherd Mix,Brown/White,,06/01/2016 07:06:00 PM,06/01/2016 07:06:00 PM,05/01/2016,Dog,Intact Female,4 weeks,German Shepherd Mix,Brown/White,0.0
A753095,,07/01/2017 02:04:00 PM,07/01/2017 02:04:00 PM,10507 Mellow Meadow in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby,,07/06/2017 06:52:00 PM,07/06/2017 06:52:00 PM,03/01/2017,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby,0.0
A679937,Mia,05/28/2014 12:02:00 PM,05/28/2014 12:02:00 PM,9500 S Chisholm Trl in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White,Mia,06/03/2014 02:29:00 PM,06/03/2014 02:29:00 PM,03/28/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,0.0
A735122,,09/19/2016 07:58:00 AM,09/19/2016 07:58:00 AM,Ed Bluestien And 290 in Austin (TX),Stray,Injured,Cat,Intact Male,3 months,Domestic Longhair Mix,Black/White,,09/19/2016 03:17:00 PM,09/19/2016 03:17:00 PM,06/19/2016,Cat,Intact Male,3 months,Domestic Longhair Mix,Black/White,1.0
A685868,Sierra,08/13/2014 06:15:00 PM,08/13/2014 06:15:00 PM,7201 Levander Loop in Austin (TX),Public Assist,Normal,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Agouti,Sierra,08/13/2014 07:00:00 PM,08/13/2014 07:00:00 PM,10/13/2013,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Agouti,0.0
A702743,Jackson,05/29/2015 12:52:00 PM,05/29/2015 12:52:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White,Jackson,06/24/2015 06:17:00 PM,06/24/2015 06:17:00 PM,03/02/2015,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black/White,0.0
A709723,*Mustachio,08/12/2015 03:28:00 PM,08/12/2015 03:28:00 PM,1137 Gunter in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,White/Gray,*Mustachio,08/18/2015 06:54:00 PM,08/18/2015 06:54:00 PM,04/12/2015,Cat,Neutered Male,4 months,Domestic Shorthair Mix,White/Gray,0.0
