Animal ID,Name_Intake,DateTime_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Breed_Intake,Color_Intake,DateTime_Outcome,Date of Birth,Sex upon Outcome,binary_outcome,Age Outcome,Age Intake
A806464,,2019-10-11 13:40:00,5104 Raton Pass in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair,Black/White,2019-10-11 15:41:00,2019-10-04 00:00:00,Unknown,positive,7,7
A768144,*Stetson,2018-03-13 14:59:00,Manor (TX),Owner Surrender,Normal,Dog,Intact Male,American Pit Bull Terrier Mix,Brown/White,2018-05-12 14:54:00,2018-03-10 00:00:00,Neutered Male,positive,63,3
A724646,Roxy,2016-04-20 09:37:00,1107 N Cuernavaca Dr in Travis (TX),Stray,Injured,Dog,Intact Female,German Shepherd Mix,Black/Brown,2016-04-20 16:22:00,2012-04-20 00:00:00,Intact Female,positive,1461,1461
A734541,,2016-09-08 13:35:00,Journeyville Dr And Terravista Dr in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,White/Brown,2016-09-12 18:01:00,2016-05-08 00:00:00,Neutered Male,positive,127,123
A730316,Jackson,2016-07-01 17:57:00,6001 Manchaca Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Bullmastiff Mix,Brown/White,2016-07-07 14:14:00,2014-07-01 00:00:00,Intact Male,positive,737,731
A750606,*Shelley,2017-05-29 14:16:00,2904 Bond Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Medium Hair Mix,Black,2017-06-08 18:58:00,2017-05-04 00:00:00,Intact Female,positive,35,25
A716965,Biscuit,2015-11-29 16:20:00,Woodward St And Willowrun Dr in Austin (TX),Stray,Normal,Dog,Intact Male,Dachshund Mix,Black,2015-12-06 16:30:00,2014-11-29 00:00:00,Neutered Male,positive,372,365
A691431,,2014-11-04 12:10:00,923 Walter St in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Torbie,2014-11-05 09:00:00,2014-06-19 00:00:00,Intact Female,positive,139,138
A720048,,2016-02-01 15:38:00,Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Black,2016-02-05 14:53:00,2015-12-01 00:00:00,Intact Female,positive,66,62
A698027,Gizmo,2015-03-04 20:41:00,2901 Sunridge in Austin (TX),Public Assist,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Chocolate/Tan,2015-03-06 18:34:00,2013-03-04 00:00:00,Neutered Male,positive,732,730
A706661,Annie,2015-07-01 16:47:00,14606 Gold Fish Pond Ave in Austin (TX),Stray,Normal,Dog,Spayed Female,Australian Cattle Dog Mix,White,2015-07-02 13:01:00,2005-07-01 00:00:00,Spayed Female,positive,3653,3652
A779385,Lucky,2018-08-31 09:23:00,Parker Ln And Oltorf in Austin (TX),Stray,Normal,Dog,Neutered Male,Plott Hound Mix,Black/White,2018-08-31 13:42:00,2015-08-31 00:00:00,Neutered Male,positive,1096,1096
A725997,,2016-05-04 17:28:00,5055 Hwy 71 in Del Valle (TX),Stray,Nursing,Cat,Intact Female,Domestic Shorthair Mix,Tortie/White,2016-05-05 13:17:00,2016-04-19 00:00:00,Intact Female,positive,16,15
A723278,Jules,2016-03-29 13:21:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Australian Cattle Dog Mix,Red/White,2016-04-02 11:38:00,2012-03-29 00:00:00,Spayed Female,positive,1465,1461
A722624,Jane,2016-03-19 16:30:00,6Th St And Red River St in Austin (TX),Stray,Normal,Dog,Spayed Female,Shih Tzu Mix,Tan/White,2016-03-19 17:40:00,2001-03-19 00:00:00,Spayed Female,positive,5479,5479
A687164,Majic,2014-12-07 16:12:00,Fm1626 And S 1St St in Austin (TX),Stray,Normal,Dog,Neutered Male,Great Pyrenees/Standard Poodle,White,2014-12-11 14:54:00,2011-09-01 00:00:00,Neutered Male,positive,1197,1193
A777594,,2018-08-07 11:52:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Dachshund Longhair Mix,Cream,2018-08-07 14:03:00,2017-10-31 00:00:00,Neutered Male,positive,280,280
A774177,,2018-06-11 11:59:00,4404 East Oltorf in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,2018-06-16 14:58:00,2018-04-11 00:00:00,Neutered Male,positive,66,61
A685827,Papi,2014-08-13 12:24:00,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,Chihuahua Shorthair Mix,Tan/White,2014-08-13 14:31:00,2014-06-13 00:00:00,Intact Male,negative,61,61
A805046,*Shotput,2019-09-21 17:25:00,21902 Cold Spring Dr in Travis (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever/Great Pyrenees,White,2019-10-19 12:12:00,2014-09-21 00:00:00,Neutered Male,positive,1854,1826
A719517,,2016-01-21 17:54:00,4600 Monterey Oaks in Austin (TX),Stray,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,2016-01-26 19:01:00,2014-01-21 00:00:00,Neutered Male,positive,735,730
A568618,George,2016-08-03 11:54:00,13204 Amarillo Ave in Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,2016-09-28 18:19:00,2009-12-31 00:00:00,Neutered Male,positive,2463,2407
A683059,Sparky,2014-07-23 15:58:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,Labrador Retriever/Australian Cattle Dog,Black/Brown,2014-07-27 11:58:00,2014-01-06 00:00:00,Intact Male,positive,202,198
A786776,Sammie,2019-01-01 14:39:00,4901 Red Bluff Road in Austin (TX),Stray,Normal,Dog,Spayed Female,Shiba Inu Mix,Red/Black,2019-01-02 11:16:00,2006-01-01 00:00:00,Spayed Female,positive,4749,4748
A794375,,2019-05-07 14:52:00,1203 Eleanor Street in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,2019-05-12 17:58:00,2018-05-07 00:00:00,Unknown,positive,370,365
A728271,,2016-06-01 15:59:00,10105 Rodriguez Rd in Austin (TX),Stray,Normal,Dog,Intact Male,German Shepherd Mix,White/Brown,2016-06-01 19:13:00,2016-05-01 00:00:00,Intact Male,positive,31,31
A766580,Daphne,2018-10-01 11:32:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Labrador Retriever Mix,Tan/White,2018-10-08 16:44:00,2016-08-12 00:00:00,Spayed Female,positive,787,780
A772005,Lola,2018-05-13 15:04:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby/White,2018-05-21 14:24:00,2017-05-13 00:00:00,Intact Female,positive,373,365
A713431,,2015-10-06 18:01:00,2008 Wagon Crossing Path in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Black,2015-10-06 19:11:00,2015-09-29 00:00:00,Unknown,positive,7,7
A801474,*Nadine,2019-08-04 17:37:00,3000 Royster Lane in Travis (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,Chocolate/White,2019-08-13 17:44:00,2017-08-04 00:00:00,Spayed Female,positive,739,730
A683149,,2014-07-07 18:11:00,12125 Von Quintus Rd in Travis (TX),Stray,Normal,Dog,Intact Female,Boxer Mix,Brown/White,2014-07-11 16:54:00,2014-04-22 00:00:00,Intact Female,positive,80,76
A763164,,2017-12-04 12:03:00,2107 Kirksey Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue Cream,2017-12-17 13:01:00,2017-08-04 00:00:00,Spayed Female,positive,135,122
A670183,,2014-01-03 11:30:00,1800 E Stassney Ln in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,2014-01-05 18:20:00,2013-01-03 00:00:00,Intact Male,positive,367,365
A701525,*Lucy,2015-04-30 20:15:00,Riverside Dr & Frontier Valley in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Tricolor,2015-05-06 13:52:00,2013-10-30 00:00:00,Spayed Female,positive,553,547
A677287,,2014-04-23 06:35:00,4434 Frontier Trl in Austin (TX),Stray,Nursing,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2014-04-23 11:17:00,2014-04-19 00:00:00,Intact Male,positive,4,4
A702220,,2015-05-11 09:45:00,Austin (TX),Stray,Injured,Dog,Intact Male,English Cocker Spaniel Mix,Black/White,2015-05-11 10:11:00,2013-05-11 00:00:00,Intact Male,negative,730,730
A804309,,2019-09-13 10:38:00,510 E Fawnridge Drive in Austin (TX),Stray,Injured,Dog,Intact Male,Dachshund/Chihuahua Longhair,Brown,2019-09-24 13:00:00,2014-09-13 00:00:00,Intact Male,positive,1837,1826
A703332,,2015-05-23 12:15:00,5217 Canela in Austin (TX),Stray,Sick,Cat,Unknown,Domestic Shorthair Mix,Blue/White,2015-05-23 15:41:00,2015-05-01 00:00:00,Unknown,positive,22,22
A579856,Link,2017-10-11 15:21:00,Banister Road And Southport Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,Chihuahua Shorthair,Tan,2017-10-12 11:42:00,2009-07-19 00:00:00,Neutered Male,positive,3007,3006
A806310,*Dashwood,2019-10-08 14:12:00,6201 Sneed Cove in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Orange Tabby/White,2019-10-15 19:03:00,2019-08-19 00:00:00,Neutered Male,positive,57,50
A724687,,2016-04-20 14:37:00,710 E Ben White Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,St. Bernard Smooth Coat Mix,Tricolor,2016-04-24 17:04:00,2016-02-20 00:00:00,Spayed Female,positive,64,60
A756115,,2017-08-14 15:07:00,10710 Beach Road in Leander (TX),Stray,Normal,Dog,Intact Female,Labrador Retriever Mix,Black/White,2017-08-17 00:00:00,2017-06-22 00:00:00,Intact Female,positive,56,53
A734704,Lex,2016-11-17 15:12:00,Outside Jurisdiction,Stray,Normal,Dog,Neutered Male,Pit Bull Mix,Fawn/White,2016-11-27 15:01:00,2014-09-11 00:00:00,Neutered Male,positive,808,798
A570741,Scott,2014-07-05 14:12:00,Pleasant Valley And 2Nd St in Austin (TX),Stray,Normal,Dog,Neutered Male,Australian Shepherd Mix,Blue/Tan,2014-07-06 14:19:00,2000-04-11 00:00:00,Neutered Male,positive,5199,5198
A728153,*Eddie,2016-05-31 14:10:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Medium Hair Mix,Black,2016-06-07 13:51:00,2016-03-09 00:00:00,Neutered Male,positive,90,83
A794277,,2019-05-06 12:03:00,4603 Merion Cricket Drive in Austin (TX),Wildlife,Sick,Other,Unknown,Skunk,Black/White,2019-05-06 12:49:00,2017-05-06 00:00:00,Unknown,negative,730,730
A807479,Chibi,2019-12-10 11:21:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Medium Hair,Blue/White,2019-12-18 18:52:00,2019-07-25 00:00:00,Neutered Male,positive,146,138
A690614,*Morris,2014-10-23 11:50:00,Delta Post And Webberville in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,2014-12-04 12:27:00,2014-09-08 00:00:00,Neutered Male,positive,87,45
A710296,Atticus,2015-08-20 18:55:00,2001 Bastrop Hwy in Del Valle (TX),Stray,Normal,Dog,Intact Male,Norwich Terrier Mix,Tan,2015-08-25 18:55:00,2012-08-20 00:00:00,Neutered Male,positive,1100,1095
A757588,,2017-09-02 18:19:00,5208 Diwa Circle in Del Valle (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,2017-11-02 18:11:00,2017-09-04 00:00:00,Neutered Male,positive,59,-2
A803783,Zeke Cook,2019-09-06 12:02:00,9704 Circle Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,Pit Bull,White/Tan,2019-09-07 11:25:00,2017-09-06 00:00:00,Neutered Male,positive,731,730
A686644,,2014-08-24 17:34:00,Old Harbor Ln in Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair/Jack Russell Terrier,Black/Tan,2014-08-28 18:09:00,2014-06-06 00:00:00,Neutered Male,positive,83,79
A795844,,2019-05-25 12:37:00,4610 Bucks Run Road in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair,Brown Tabby/White,2019-05-25 13:47:00,2019-05-19 00:00:00,Unknown,positive,6,6
A690144,,2014-10-14 23:56:00,17200 Bridgefarmer Blvd in Travis (TX),Wildlife,Sick,Other,Unknown,Bat Mix,Brown,2014-10-23 11:00:00,2014-04-14 00:00:00,Unknown,negative,192,183
A735747,,2016-09-28 15:07:00,2701 E 7Th St in Austin (TX),Stray,Injured,Dog,Intact Female,Chow Chow Mix,Tan,2016-10-02 14:52:00,2014-09-29 00:00:00,Intact Female,positive,734,730
A809513,Zoey,2019-12-02 17:55:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Australian Shepherd/German Shepherd,Tan/White,2019-12-03 12:06:00,2019-09-25 00:00:00,Spayed Female,positive,69,68
A759330,*Anna,2017-09-30 15:01:00,8108 Canoga in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie,2017-11-04 19:03:00,2016-12-30 00:00:00,Spayed Female,positive,309,274
A806508,*Marvel,2019-10-11 17:33:00,7619 North Interstate 35 in Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Shorthair,Brown Tabby/White,2019-11-29 14:31:00,2019-07-27 00:00:00,Spayed Female,positive,125,76
A711662,*Carl,2015-09-10 13:09:00,Lago Vista (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2015-12-12 17:50:00,2015-08-03 00:00:00,Neutered Male,positive,131,38
A723777,,2016-04-06 15:31:00,7105 Spurlock Dr in Austin (TX),Wildlife,Injured,Other,Unknown,Raccoon,Gray/Black,2016-04-07 09:23:00,2015-04-06 00:00:00,Unknown,negative,367,366
A687217,,2014-09-02 12:16:00,6710 Starcrest Ln in Austin (TX),Stray,Normal,Dog,Intact Male,Border Collie Mix,Brown/White,2014-09-07 16:27:00,2014-06-17 00:00:00,Neutered Male,positive,82,77
A808636,,2019-11-11 13:43:00,1616 West 6Th Street in Austin (TX),Stray,Normal,Cat,Intact Female,Siamese,Seal Point,2019-11-13 13:46:00,2004-11-11 00:00:00,Intact Female,negative,5480,5478
A739049,Oscar,2016-11-26 19:20:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,2017-05-09 12:25:00,2008-12-02 00:00:00,Neutered Male,positive,3080,2916
A719072,Reese,2016-01-12 12:23:00,510 W 26Th St in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Medium Hair Mix,Tortie,2016-01-17 18:20:00,2015-07-12 00:00:00,Spayed Female,positive,189,184
A701387,Blue,2019-03-15 18:55:00,7210 Geneva Drive in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Fawn/White,2019-03-16 16:51:00,2015-03-13 00:00:00,Intact Male,positive,1464,1463
A740267,*Lexie,2016-12-14 09:11:00,4600 Sivlerstone Rd in Austin (TX),Stray,Injured,Dog,Intact Female,Dachshund Mix,Red,2017-02-11 11:52:00,2015-12-14 00:00:00,Spayed Female,positive,425,366
A799169,,2019-07-05 15:13:00,189 Jacobson Road in Travis (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair,Tortie,2019-07-08 17:25:00,2018-07-05 00:00:00,Unknown,positive,368,365
A735077,Spaz,2016-09-18 09:02:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,2016-09-26 00:00:00,2013-09-18 00:00:00,Neutered Male,positive,1104,1096
A771269,Chula,2018-05-02 16:57:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,Domestic Longhair Mix,Orange Tabby/White,2018-06-09 14:22:00,2006-05-02 00:00:00,Spayed Female,positive,4421,4383
A673413,Kip,2014-02-23 16:23:00,Europa And Ganymede in Austin (TX),Stray,Normal,Dog,Neutered Male,Australian Shepherd Mix,Blue Merle/White,2014-02-23 18:32:00,2013-02-23 00:00:00,Neutered Male,positive,365,365
A712949,,2015-09-30 15:30:00,5905 Silver Screen Dr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2015-10-01 09:00:00,2014-09-30 00:00:00,Intact Male,positive,366,365
A759748,*Patchouli,2017-10-07 10:48:00,1620 Old Lockhart Road in Travis (TX),Stray,Normal,Dog,Intact Female,Australian Shepherd Mix,White/Brown,2017-10-17 12:50:00,2016-10-07 00:00:00,Intact Female,positive,375,365
A759930,,2017-10-09 18:46:00,500 S Congress Ave in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,2017-10-10 08:48:00,2016-10-09 00:00:00,Unknown,negative,366,365
A711030,Nugget,2015-09-01 10:12:00,Jesse Bohls Dr in Travis (TX),Stray,Normal,Dog,Spayed Female,Dachshund/Basset Hound,Black Brindle/White,2015-09-02 16:58:00,2014-09-01 00:00:00,Spayed Female,positive,366,365
A806365,,2019-10-09 15:27:00,Austin (TX),Stray,Normal,Dog,Intact Female,Cocker Spaniel Mix,Brown/White,2019-10-09 15:32:00,2019-09-17 00:00:00,Intact Female,positive,22,22
A759047,,2017-09-26 09:25:00,3401 Webberville Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Blue/White,2017-09-30 19:07:00,2017-01-26 00:00:00,Neutered Male,positive,247,243
A763936,Sam Diego,2017-12-18 16:14:00,1720 Bowerton in Austin (TX),Stray,Normal,Dog,Intact Male,Yorkshire Terrier/Standard Poodle,White,2017-12-23 12:01:00,2016-12-18 00:00:00,Neutered Male,positive,370,365
A696734,*Monty,2015-02-11 09:17:00,10911 Thaxton Rd A in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Black/White,2015-02-18 15:00:00,2013-08-11 00:00:00,Intact Male,positive,556,549
A743384,Abby,2017-02-10 11:02:00,Austin (TX),Public Assist,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Black/White,2017-02-19 17:54:00,2013-02-09 00:00:00,Spayed Female,positive,1471,1462
A712530,*Kitkat,2015-09-24 15:25:00,920 Water St in Travis (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black,2015-11-27 13:20:00,2015-08-24 00:00:00,Spayed Female,positive,95,31
A719528,*Norbert,2016-01-22 10:42:00,5106 Village Square Dr in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Brown Brindle/White,2016-02-13 14:50:00,2014-01-22 00:00:00,Neutered Male,positive,752,730
A676885,Frankie,2014-05-10 14:25:00,Del Valle (TX),Owner Surrender,Normal,Dog,Neutered Male,Chihuahua Shorthair Mix,Cream,2014-05-21 19:12:00,2012-04-16 00:00:00,Neutered Male,positive,765,754
A782389,Happy,2018-10-14 13:51:00,Wind Mill Ranch Avenue And Windy Vane Drive in Pflugerville (TX),Stray,Normal,Dog,Neutered Male,Pit Bull Mix,White/Brown,2019-03-10 17:33:00,2016-10-14 00:00:00,Neutered Male,positive,877,730
A783321,,2018-10-29 08:08:00,Elgin Village in Travis (TX),Stray,Injured,Cat,Intact Female,Domestic Longhair Mix,White/Brown Tabby,2018-12-26 10:10:00,2018-09-26 00:00:00,Spayed Female,positive,91,33
A800793,Redford,2019-09-09 14:35:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair,Cream Tabby,2019-12-14 14:59:00,2019-06-16 00:00:00,Neutered Male,positive,181,85
A773699,*Iris,2018-06-04 14:02:00,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Torbie,2018-07-18 13:03:00,2018-04-27 00:00:00,Spayed Female,positive,82,38
A666889,*Mason,2013-11-08 16:53:00,Paleface Ranch Road in Travis (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,2013-11-22 16:18:00,2013-08-24 00:00:00,Neutered Male,positive,90,76
A806720,Bella,2019-10-14 16:29:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Pit Bull,Brown Brindle,2019-10-22 15:12:00,2017-10-14 00:00:00,Spayed Female,positive,738,730
A794741,,2019-05-11 15:26:00,12501 Tech Ridge Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Orange Tiger,2019-05-18 15:26:00,2019-03-11 00:00:00,Neutered Male,positive,68,61
A791593,,2019-03-28 12:26:00,Boulder Lane in Manor (TX),Stray,Normal,Dog,Intact Female,Pointer Mix,White/Red,2019-04-03 14:29:00,2018-11-28 00:00:00,Spayed Female,positive,126,120
A802550,,2019-08-19 17:39:00,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Shorthair,Tortie,2019-09-05 12:27:00,2018-08-19 00:00:00,Intact Female,positive,382,365
A801208,*Si,2019-08-01 13:06:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Siamese Mix,Seal Point,2019-08-06 12:00:00,2018-08-01 00:00:00,Spayed Female,positive,370,365
A799095,*Frankie,2019-07-05 08:55:00,North Lamar in Austin (TX),Stray,Sick,Cat,Spayed Female,Domestic Shorthair,Brown Tabby/White,2019-11-11 18:55:00,2016-07-05 00:00:00,Spayed Female,positive,1224,1095
A748859,*Oliver,2017-05-08 07:36:00,7200 Grand Canyon in Austin (TX),Stray,Sick,Dog,Intact Male,Pit Bull Mix,White/Black,2017-05-29 12:12:00,2016-09-08 00:00:00,Neutered Male,positive,263,242
A703161,*Daisy,2015-05-21 10:51:00,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,2015-06-19 14:28:00,2015-04-04 00:00:00,Spayed Female,positive,76,47
A783054,Sydney,2018-10-24 16:09:00,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,Pit Bull Mix,Brown Brindle,2019-10-01 12:30:00,2015-10-24 00:00:00,Spayed Female,positive,1438,1096
A673077,*Charlotte,2014-02-19 13:51:00,Travis (TX),Public Assist,Normal,Dog,Intact Female,Maltese,White,2014-05-21 11:56:00,2009-02-19 00:00:00,Spayed Female,positive,1917,1826
A705195,*Stevie,2015-06-14 15:22:00,11606 N Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,2015-07-18 17:06:00,2015-05-12 00:00:00,Neutered Male,positive,67,33
A688678,Charlene,2014-09-22 12:24:00,11705 Lapoynor St in Manor (TX),Stray,Normal,Dog,Spayed Female,Pit Bull Mix,Black/White,2014-09-28 11:33:00,2012-09-22 00:00:00,Spayed Female,positive,736,730
A713647,,2015-10-10 11:42:00,4100 Avenue C in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2015-10-11 09:00:00,2014-10-10 00:00:00,Intact Male,positive,366,365
A773793,Sophie,2018-06-05 15:12:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,German Shepherd,Black/Brown,2018-06-07 19:07:00,2018-03-07 00:00:00,Spayed Female,positive,92,90
A776408,*Gemini,2018-07-13 11:48:00,000 West 41 Street in Austin (TX),Stray,Normal,Dog,Intact Female,Catahoula/Labrador Retriever,Tan,2018-07-31 10:54:00,2017-09-19 00:00:00,Spayed Female,positive,315,297
A806289,,2019-10-08 13:24:00,9111 Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Torbie,2019-10-13 12:08:00,2019-08-29 00:00:00,Intact Female,positive,45,40
A761306,,2017-11-02 14:28:00,11611 Raymond C Ewry Lane in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Medium Hair Mix,Orange Tabby,2017-11-06 14:06:00,2016-11-02 00:00:00,Unknown,positive,369,365
A754973,*Finn,2017-07-27 13:00:00,183 And Burnet Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Black,2017-08-04 16:37:00,2017-02-27 00:00:00,Neutered Male,positive,158,150
A745593,Mya,2017-03-20 16:48:00,Immanuel Rd & Rendova Ln in Travis (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,Tan/White,2017-03-24 18:57:00,2016-05-20 00:00:00,Spayed Female,positive,308,304
A669597,*Pepper,2013-12-23 15:29:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black,2014-01-03 18:46:00,2013-06-24 00:00:00,Intact Female,positive,193,182
A680123,Holmes,2014-05-30 11:00:00,"2300 Campden Drive, Austin, Tx in Austin (TX)",Stray,Normal,Cat,Intact Male,Siamese Mix,Lynx Point,2014-06-03 16:59:00,2014-03-23 00:00:00,Neutered Male,positive,72,68
A711361,,2015-09-05 15:42:00,2602 Lehigh Dr in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Blue/White,2015-09-05 17:05:00,2015-08-05 00:00:00,Unknown,positive,31,31
A776586,*Mazzy,2018-07-16 12:56:00,6507 Luckenbach Ln in Travis (TX),Public Assist,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,2019-12-11 07:14:00,2016-07-16 00:00:00,Spayed Female,positive,1243,730
A731999,,2016-07-31 08:04:00,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Calico,2016-07-31 13:19:00,2016-07-14 00:00:00,Intact Female,positive,17,17
A808524,*Jack,2019-11-10 12:38:00,1910 Los Olivios Way in Austin (TX),Stray,Normal,Dog,Intact Male,Norwich Terrier,Buff,2019-11-16 15:36:00,2017-11-10 00:00:00,Neutered Male,positive,736,730
A674403,,2014-03-12 13:45:00,1500 Reagan Hill in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,2014-03-14 14:18:00,2013-05-12 00:00:00,Intact Male,positive,306,304
A706647,Bear,2015-07-20 15:39:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Australian Shepherd Mix,Tricolor,2015-07-24 19:12:00,2010-07-01 00:00:00,Neutered Male,positive,1849,1845
A782347,,2018-10-13 16:53:00,2109 Lear Lane in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,2018-10-17 11:17:00,2016-10-13 00:00:00,Intact Female,positive,734,730
A728270,,2016-06-01 15:59:00,10105 Rodriguez Rd in Austin (TX),Stray,Normal,Dog,Intact Female,German Shepherd Mix,Brown/White,2016-06-01 19:06:00,2016-05-01 00:00:00,Intact Female,positive,31,31
A753095,,2017-07-01 14:04:00,10507 Mellow Meadow in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2017-07-06 18:52:00,2017-03-01 00:00:00,Intact Male,positive,127,122
A679937,Mia,2014-05-28 12:02:00,9500 S Chisholm Trl in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black/White,2014-06-03 14:29:00,2014-03-28 00:00:00,Spayed Female,positive,67,61
A735122,,2016-09-19 07:58:00,Ed Bluestien And 290 in Austin (TX),Stray,Injured,Cat,Intact Male,Domestic Longhair Mix,Black/White,2016-09-19 15:17:00,2016-06-19 00:00:00,Intact Male,negative,92,92
A685868,Sierra,2014-08-13 18:15:00,7201 Levander Loop in Austin (TX),Public Assist,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Agouti,2014-08-13 19:00:00,2013-10-13 00:00:00,Spayed Female,positive,304,304
A702743,Jackson,2015-05-29 12:52:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Labrador Retriever Mix,Black/White,2015-06-24 18:17:00,2015-03-02 00:00:00,Neutered Male,positive,114,88
A709723,*Mustachio,2015-08-12 15:28:00,1137 Gunter in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,White/Gray,2015-08-18 18:54:00,2015-04-12 00:00:00,Neutered Male,positive,128,122
